sequence_number,total_time_millis,step_time_millis,voltage,current,power,step_amp_hours,step_charged_amp_hours,step_discharged_amp_hours,step_watt_hours,step_charged_watt_hours,step_discharged_watt_hours,total_cycle,step_number,step_type,step_id,cycler_type,observed_at
35,170090,160001,0.3585696,-0.1999985,-0.0717133821456,0.008885186,0.0,0.008885186,0.00675459,0.0,0.00675459,1,2,CC_DChg,2,arbin,2021-04-21T17:17:11.880500000
36,175088,165000,0.3347115,-0.1999988,-0.0669418983462,0.009163572,0.0,0.009163572,0.006851074,0.0,0.006851074,1,2,CC_DChg,2,arbin,2021-04-21T17:17:16.878800000
37,180089,170000,0.3109259,-0.1999986,-0.06218474470374,0.009441699,0.0,0.009441699,0.006940861,0.0,0.006940861,1,2,CC_DChg,2,arbin,2021-04-21T17:17:21.879400000
38,185090,175001,0.2871794,-0.1999997,-0.05743579384617999,0.00972082,0.0,0.00972082,0.00702433,0.0,0.00702433,1,2,CC_DChg,2,arbin,2021-04-21T17:17:26.880500000
39,190089,180000,0.2635316,-0.1999989,-0.05270603011524,0.009997707,0.0,0.009997707,0.007100566,0.0,0.007100566,1,2,CC_DChg,2,arbin,2021-04-21T17:17:31.879400000
40,192968,182879,0.2499876,-0.1999999,-0.049997495001240004,0.01015973,0.0,0.01015973,0.007142161,0.0,0.007142161,1,2,CC_DChg,2,arbin,2021-04-21T17:17:34.758400000
41,195042,2049,0.2577815,0.2000117,0.05155931604355,6.999999999958428e-8,0.0,6.999999999958428e-8,1.8000000000066574e-8,0.0,1.8000000000066574e-8,1,3,CC_Chg,3,arbin,2021-04-21T17:17:36.832800000
42,200069,5002,0.2875418,0.2000022,0.057508992591960004,0.0002772144,0.0002772144,0.0,0.00007571558,0.00007571558,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:17:41.859600000
43,205068,10001,0.3163638,0.2000025,0.0632735509095,0.0005547562,0.0005547562,0.0,0.0001595887,0.0001595887,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:17:46.858800000
44,210068,15001,0.3447089,0.2000016,0.06894233153424,0.0008316534,0.0008316534,0.0,0.0002511508,0.0002511508,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:17:51.858800000
45,215067,20000,0.3727383,0.2000012,0.07454810728596,0.001110983,0.001110983,0.0,0.0003513756,0.0003513756,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:17:56.858000000
46,220067,25000,0.4005103,0.2000011,0.08010250056132999,0.001387879,0.001387879,0.0,0.000458467,0.000458467,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:01.858100000
47,225069,30002,0.4280743,0.2000011,0.08561533088173,0.001662925,0.001662925,0.0,0.000572402,0.000572402,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:06.860300000
48,230068,35001,0.455439,0.2000009,0.0910882098951,0.001916438,0.001916438,0.0,0.0006842175,0.0006842175,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:11.858800000
49,235068,40001,0.4828104,0.2000006,0.09656236968623999,0.002220705,0.002220705,0.0,0.0008267339,0.0008267339,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:16.858700000
50,240068,45001,0.5000147,0.07965573,0.039829035939231,0.002431489,0.002431489,0.0,0.0009306131,0.0009306131,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:21.858900000
51,245067,50000,0.5000119,0.0006557133,0.00032786445298826997,0.002434001,0.002434001,0.0,0.0009318688,0.0009318688,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:26.858000000
52,250068,55001,0.5000166,-0.002071955,-0.001036011894453,0.002431622,0.002431622,0.0,0.0009306794,0.0009306794,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:31.858800000
53,255067,60000,0.4999947,-0.002056819,-0.0010283985988593,0.002428356,0.002428356,0.0,0.0009290467,0.0009290467,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:36.858000000
54,260067,65000,0.4999871,-0.002809199,-0.0014045632613329001,0.002423979,0.002423979,0.0,0.0009268581,0.0009268581,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:41.858000000
55,265069,70002,0.4999871,-0.003526782,-0.0017633455045122,0.002419182,0.002419182,0.0,0.0009244597,0.0009244597,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:46.859600000
56,270067,75000,0.4999985,-0.004367569,-0.0021837779486465,0.002413304,0.002413304,0.0,0.0009215206,0.0009215206,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:51.857700000
57,275068,80001,0.4999938,-0.004535119,-0.0022675313822622,0.00240695,0.00240695,0.0,0.0009183436,0.0009183436,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:18:56.858500000
58,280069,85002,0.4999766,-0.004275765,-0.002137782447099,0.002401163,0.002401163,0.0,0.00091545,0.00091545,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:19:01.859600000
59,285067,90000,0.499988,-0.004685299,-0.002342593276412,0.002395177,0.002395177,0.0,0.0009124569,0.0009124569,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:19:06.858100000
60,290069,95002,0.4999899,-0.004978271,-0.0024890852194629,0.002388348,0.002388348,0.0,0.0009090424,0.0009090424,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:19:11.859500000
61,295073,100006,0.5000052,-0.003963943,-0.0019819921125036003,0.002382653,0.002382653,0.0,0.0009061955,0.0009061955,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:19:16.863600000
62,298291,103224,0.5000138,-0.004201516,-0.0021008159809207997,0.002378901,0.002378901,0.0,0.0009043192,0.0009043192,0.0,1,4,CCCV_Chg,4,arbin,2021-04-21T17:19:20.081800000
63,303320,5005,0.5037188,0.01999804,0.010073388711152001,0.00002749399999999987,0.00002749399999999987,0.0,0.000013804500000000027,0.000013804500000000027,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:25.110800000
64,308322,10007,0.5069651,0.01999855,0.010138566900604998,0.00005552199999999969,0.00005552199999999969,0.0,0.000027968500000000022,0.000027968500000000022,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:30.113100000
65,313323,15008,0.5102028,0.01999816,0.010203117226848,0.00008221399999999972,0.00008221399999999972,0.0,0.00004154270000000001,0.00004154270000000001,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:35.114100000
66,318330,20014,0.5133776,0.01999899,0.010267033488624,0.00011108199999999976,0.00011108199999999976,0.0,0.000056316600000000036,0.000056316600000000036,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:40.120500000
67,323342,25026,0.5165276,0.01999843,0.010329741051668,0.00013898800000000005,0.00013898800000000005,0.0,0.0000706884000000001,0.0000706884000000001,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:45.132400000
68,328348,30033,0.5197224,0.01999834,0.010393585260816001,0.00016658099999999985,0.00016658099999999985,0.0,0.00008498670000000013,0.00008498670000000013,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:50.138800000
69,333353,35038,0.5228295,0.01999807,0.010455580939064998,0.00019448499999999988,0.00019448499999999988,0.0,0.0000995328,0.0000995328,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:19:55.144300000
70,338364,40048,0.5259442,0.01999902,0.010518368574683998,0.00022204699999999996,0.00022204699999999996,0.0,0.00011398780000000002,0.00011398780000000002,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:00.154700000
71,343367,45052,0.5290513,0.01999846,0.010580211260998,0.000250138,0.000250138,0.0,0.00012880780000000004,0.00012880780000000004,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:05.157800000
72,348373,50057,0.5321774,0.01999864,0.010642824238736002,0.0002768289999999997,0.0002768289999999997,0.0,0.00014296980000000012,0.00014296980000000012,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:10.163400000
73,353383,55068,0.5352673,0.0199986,0.01070459662578,0.0003055409999999999,0.0003055409999999999,0.0,0.00015829380000000005,0.00015829380000000005,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:15.173800000
74,358388,60073,0.5383505,0.01999869,0.010766304760844999,0.0003325709999999998,0.0003325709999999998,0.0,0.00017280280000000006,0.00017280280000000006,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:20.178700000
75,363399,65084,0.5414023,0.01999849,0.010827228482527,0.0003613799999999997,0.0003613799999999997,0.0,0.00018835580000000002,0.00018835580000000002,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:25.190000000
76,368411,70096,0.5444626,0.01999813,0.010888233854938,0.0003886289999999997,0.0003886289999999997,0.0,0.00020314980000000007,0.00020314980000000007,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:30.202000000
77,373417,75102,0.5475087,0.01999822,0.010949199434514,0.00041709600000000005,0.00041709600000000005,0.0,0.0002186928000000001,0.0002186928000000001,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:35.208200000
78,378428,80113,0.5505394,0.01999902,0.011010248471388,0.000443288,0.000443288,0.0,0.0002330718,0.0002330718,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:40.218800000
79,383436,85120,0.5535683,0.01999875,0.011070674039625,0.0004727799999999999,0.0004727799999999999,0.0,0.00024935180000000003,0.00024935180000000003,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:45.226600000
80,388440,90124,0.5566,0.01999884,0.011131354344,0.0005003429999999999,0.0005003429999999999,0.0,0.00026465279999999993,0.00026465279999999993,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:50.230600000
81,393441,95125,0.5595698,0.01999869,0.011190662963562,0.0005277490000000001,0.0005277490000000001,0.0,0.00027994680000000005,0.00027994680000000005,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:20:55.231600000
82,398449,100134,0.5625405,0.01999893,0.011250208081665,0.0005559969999999999,0.0005559969999999999,0.0,0.00029579680000000003,0.00029579680000000003,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:21:00.240200000
83,403451,105136,0.5655598,0.01999822,0.011310189303556,0.0005836209999999999,0.0005836209999999999,0.0,0.0003113788000000001,0.0003113788000000001,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:21:05.242000000
84,408461,110146,0.5685219,0.01999789,0.011369238418791,0.0006114659999999997,0.0006114659999999997,0.0,0.0003271678000000001,0.0003271678000000001,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:21:10.252300000
85,413469,115154,0.5714879,0.01999884,0.011429095074036002,0.000639522,0.000639522,0.0,0.00034316080000000007,0.00034316080000000007,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:21:15.260200000
86,418318,120003,0.5743241,0.01999887,0.011485833013766999,0.0006663999999999997,0.0006663999999999997,0.0,0.0003585598,0.0003585598,0.0,1,5,CC_Chg,5,arbin,2021-04-21T17:21:20.109000000
87,423347,5003,0.5712037,-0.02000242,-0.011425456312954,0.000027433999999999792,1.9400000000023565e-7,0.000027239999999999556,0.00001570099999999991,1.1200000000002874e-7,0.00001558899999999988,1,6,CC_DChg,6,arbin,2021-04-21T17:21:25.137900000
88,428353,10009,0.5687375,-0.02000251,-0.011376177531125001,0.00005549399999999968,1.9400000000023565e-7,0.00005529999999999945,0.0000316969999999998,1.1200000000002874e-7,0.00003158499999999977,1,6,CC_DChg,6,arbin,2021-04-21T17:21:30.143500000
89,433361,15017,0.5663495,-0.0200031,-0.01132874568345,0.0000832239999999998,1.9400000000023565e-7,0.00008302999999999956,0.0000474329999999995,1.1200000000002874e-7,0.000047320999999999475,1,6,CC_DChg,6,arbin,2021-04-21T17:21:35.151500000
90,438365,20021,0.5640006,-0.02000227,-0.011281292281361998,0.00011128399999999969,1.9400000000023565e-7,0.00011108999999999945,0.00006329199999999952,1.1200000000002874e-7,0.00006317999999999949,1,6,CC_DChg,6,arbin,2021-04-21T17:21:40.155500000
91,443368,25024,0.5616202,-0.02000224,-0.011233662029248,0.00013909399999999933,1.9400000000023565e-7,0.0001388999999999991,0.00007894700000000022,1.1200000000002874e-7,0.00007883500000000019,1,6,CC_DChg,6,arbin,2021-04-21T17:21:45.158600000
92,448379,30035,0.5592961,-0.02000239,-0.011187258717678998,0.00016703399999999993,1.9400000000023565e-7,0.0001668399999999997,0.00009460399999999987,1.1200000000002874e-7,0.00009449199999999984,1,6,CC_DChg,6,arbin,2021-04-21T17:21:50.169900000
93,453383,35039,0.5569863,-0.02000245,-0.011141090616435001,0.0001944140000000004,1.9400000000023565e-7,0.00019422000000000016,0.00010988600000000001,1.1200000000002874e-7,0.00010977399999999998,1,6,CC_DChg,6,arbin,2021-04-21T17:21:55.174100000
94,458391,40047,0.5546593,-0.02000209,-0.011094345237937,0.00022251400000000005,1.9400000000023565e-7,0.0002223199999999998,0.00012550499999999971,1.1200000000002874e-7,0.00012539299999999969,1,6,CC_DChg,6,arbin,2021-04-21T17:22:00.182000000
95,463393,45048,0.5523753,-0.020002,-0.0110486107506,0.00025014400000000075,1.9400000000023565e-7,0.0002499500000000005,0.00014079800000000014,1.1200000000002874e-7,0.0001406860000000001,1,6,CC_DChg,6,arbin,2021-04-21T17:22:05.183400000
96,468393,50049,0.5500626,-0.02000209,-0.011002401630834,0.0002780539999999998,1.9400000000023565e-7,0.00027785999999999957,0.0001561819999999995,1.1200000000002874e-7,0.00015606999999999947,1,6,CC_DChg,6,arbin,2021-04-21T17:22:10.183600000
97,473399,55055,0.5478301,-0.0200026,-0.010958026358259999,0.00030608399999999987,1.9400000000023565e-7,0.00030588999999999963,0.0001715709999999997,1.1200000000002874e-7,0.00017145899999999967,1,6,CC_DChg,6,arbin,2021-04-21T17:22:15.190000000
98,478404,60060,0.545587,-0.02000117,-0.01091237833679,0.00033383399999999987,1.9400000000023565e-7,0.00033363999999999963,0.00018673999999999948,1.1200000000002874e-7,0.00018662799999999945,1,6,CC_DChg,6,arbin,2021-04-21T17:22:20.195300000
99,483408,65064,0.5433011,-0.02000129,-0.010866722858419,0.000361684000000001,1.9400000000023565e-7,0.00036149000000000077,0.00020190400000000015,1.1200000000002874e-7,0.00020179200000000012,1,6,CC_DChg,6,arbin,2021-04-21T17:22:25.198800000
100,488419,70074,0.5410246,-0.020002,-0.010821574049199999,0.00038878399999999966,1.9400000000023565e-7,0.0003885899999999994,0.00021659399999999964,1.1200000000002874e-7,0.0002164819999999996,1,6,CC_DChg,6,arbin,2021-04-21T17:22:30.209300000
101,493421,75077,0.5387434,-0.02000239,-0.010776155596726,0.0004159439999999997,1.9400000000023565e-7,0.00041574999999999945,0.00023126299999999978,1.1200000000002874e-7,0.00023115099999999975,1,6,CC_DChg,6,arbin,2021-04-21T17:22:35.211500000
102,498424,80080,0.5365347,-0.02000188,-0.010731702685236,0.0004444140000000006,1.9400000000023565e-7,0.0004442200000000004,0.0002465710000000001,1.1200000000002874e-7,0.0002464590000000001,1,6,CC_DChg,6,arbin,2021-04-21T17:22:40.214900000
103,503435,85091,0.5342764,-0.02000194,-0.010686564496216,0.0004727340000000007,1.9400000000023565e-7,0.00047254000000000046,0.00026172999999999995,1.1200000000002874e-7,0.0002616179999999999,1,6,CC_DChg,6,arbin,2021-04-21T17:22:45.226000000
104,508436,90092,0.532063,-0.02000215,-0.010642403935449999,0.0005005440000000003,1.9400000000023565e-7,0.0005003500000000001,0.0002765599999999995,1.1200000000002874e-7,0.00027644799999999945,1,6,CC_DChg,6,arbin,2021-04-21T17:22:50.226800000
105,513441,95097,0.5297818,-0.02000185,-0.010596616096330001,0.0005280240000000002,1.9400000000023565e-7,0.00052783,0.00029114599999999994,1.1200000000002874e-7,0.0002910339999999999,1,6,CC_DChg,6,arbin,2021-04-21T17:22:55.232200000
106,518445,100101,0.527575,-0.02000188,-0.010552491841,0.0005562039999999994,1.9400000000023565e-7,0.0005560099999999991,0.0003060459999999999,1.1200000000002874e-7,0.0003059339999999999,1,6,CC_DChg,6,arbin,2021-04-21T17:23:00.235500000
107,523447,105103,0.5253767,-0.02000159,-0.010508369348953,0.0005840840000000003,1.9400000000023565e-7,0.0005838900000000001,0.0003207259999999995,1.1200000000002874e-7,0.00032061399999999945,1,6,CC_DChg,6,arbin,2021-04-21T17:23:05.238100000
108,528454,110110,0.5231347,-0.02000269,-0.010464101232342999,0.0006119339999999997,1.9400000000023565e-7,0.0006117399999999995,0.00033532500000000003,1.1200000000002874e-7,0.000335213,1,6,CC_DChg,6,arbin,2021-04-21T17:23:10.245100000
109,533464,115120,0.5209527,-0.0200031,-0.01042066895337,0.0006397840000000009,1.9400000000023565e-7,0.0006395900000000006,0.0003498619999999994,1.1200000000002874e-7,0.00034974999999999937,1,6,CC_DChg,6,arbin,2021-04-21T17:23:15.254500000
110,538349,120004,0.5187573,-0.01999607,-0.010373107283811,0.0006666640000000008,1.9400000000023565e-7,0.0006664700000000006,0.00036383499999999985,1.1200000000002874e-7,0.0003637229999999998,1,6,CC_DChg,6,arbin,2021-04-21T17:23:20.139300000
111,543378,5004,0.5503077,0.1999979,0.11006038435382999,0.0002766610000000001,0.000276381,2.8000000000007186e-7,0.00014847400000000022,0.00014832600000000006,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:25.168400000
112,548388,10014,0.5777182,0.1999982,0.11554260010723999,0.0005510699999999999,0.0005507899999999998,2.8000000000007186e-7,0.0003032260000000002,0.00030307800000000003,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:30.178500000
113,553394,15020,0.6048359,0.199998,0.1209659703282,0.000831062,0.000830782,2.8000000000007186e-7,0.0004687490000000001,0.0004686009999999999,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:35.185100000
114,558397,20023,0.6318659,0.1999983,0.12637210582796998,0.0011113150000000003,0.0011110350000000002,2.8000000000007186e-7,0.0006420570000000001,0.000641909,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:40.187700000
115,563407,25033,0.6587738,0.1999984,0.13175370596192,0.0013869459999999996,0.0013866659999999995,2.8000000000007186e-7,0.0008199330000000003,0.0008197850000000002,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:45.197700000
116,568417,30043,0.6855759,0.199998,0.13711380884820001,0.0016666769999999997,0.0016663969999999996,2.8000000000007186e-7,0.0010079780000000003,0.0010078300000000001,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:50.207400000
117,573418,35044,0.7123026,0.1999979,0.14245902416454,0.0019435180000000004,0.0019432380000000003,2.8000000000007186e-7,0.0012014890000000002,0.001201341,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:23:55.209100000
118,578419,40045,0.7389483,0.1999973,0.14778766483959,0.002223876,0.002223596,2.8000000000007186e-7,0.0014049470000000004,0.0014047990000000002,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:00.209700000
119,583424,45050,0.7656054,0.1999971,0.15311885974434,0.0025028779999999996,0.0025025979999999995,2.8000000000007186e-7,0.0016149020000000003,0.0016147540000000001,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:05.214700000
120,588431,50057,0.792169,0.1999964,0.1584309481916,0.002777579,0.002777299,2.8000000000007186e-7,0.001828898,0.0018287499999999999,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:10.221800000
121,593433,55060,0.8187232,0.1999962,0.16374152885184,0.0030576239999999997,0.0030573439999999996,2.8000000000007186e-7,0.0020544960000000003,0.002054348,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:15.224100000
122,598439,60065,0.8451924,0.2000025,0.169040592981,0.003333253,0.003332973,2.8000000000007186e-7,0.0022838230000000004,0.002283675,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:20.229800000
123,603444,65070,0.8716826,0.2000032,0.17433930938432,0.0036147630000000004,0.0036144830000000004,2.8000000000007186e-7,0.0025255030000000006,0.0025253550000000004,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:25.234700000
124,608447,70073,0.8980698,0.2000024,0.17961611536752,0.0038922500000000003,0.0038919700000000002,2.8000000000007186e-7,0.002771117,0.002770969,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:30.237400000
125,613447,75073,0.9245257,0.2000032,0.18490809848224,0.0041706980000000005,0.004170418,2.8000000000007186e-7,0.0030249710000000004,0.0030248230000000003,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:35.237900000
126,618451,80077,0.9508843,0.2000024,0.19017914212232,0.004436118,0.004435838,2.8000000000007186e-7,0.0032737810000000008,0.0032736330000000006,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:40.241800000
127,623457,85083,0.9772706,0.2000025,0.1954565631765,0.004724249000000001,0.004723969000000001,2.8000000000007186e-7,0.0035514640000000007,0.0035513160000000005,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:45.247700000
128,628459,90085,1.003604,0.200003,0.20072381081199997,0.005004525,0.005004245,2.8000000000007186e-7,0.0038290990000000007,0.0038289510000000006,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:50.249800000
129,633461,95087,1.029853,0.2000015,0.2059721447795,0.0052826670000000004,0.005282387,2.8000000000007186e-7,0.004111981000000001,0.0041118330000000005,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:24:55.251400000
130,638466,100092,1.05613,0.2000007,0.211226739291,0.005560735,0.005560455,2.8000000000007186e-7,0.004402082000000001,0.004401934000000001,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:25:00.256400000
131,643477,105103,1.082375,0.2000007,0.21647575766250002,0.00583892,0.00583864,2.8000000000007186e-7,0.004699629,0.004699481,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:25:05.267500000
132,648484,110110,1.108562,0.200001,0.22171350856200003,0.006105231,0.006104951,2.8000000000007186e-7,0.004991294,0.004991146,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:25:10.274900000
133,653485,115111,1.134667,0.2000009,0.22693442120030002,0.00638921,0.00638893,2.8000000000007186e-7,0.005309648,0.0053095,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:25:15.275500000
134,658376,120002,1.160106,0.2000015,0.23202294015900002,0.006664857000000001,0.0066645770000000005,2.8000000000007186e-7,0.005625890000000001,0.005625742,1.480000000001619e-7,1,7,CC_Chg,7,arbin,2021-04-21T17:25:20.167100000
135,663405,5004,1.123889,-0.1999993,-0.22477701327769997,0.0002790009999999992,2.1610000000005236e-6,0.0002768399999999987,0.00031760699999999926,2.508000000000024e-6,0.00031509899999999924,1,8,CC_DChg,8,arbin,2021-04-21T17:25:25.196100000
136,668412,10010,1.095203,-0.1999994,-0.21903994287819997,0.0005512109999999994,2.1610000000005236e-6,0.0005490499999999988,0.0006196380000000005,2.508000000000024e-6,0.0006171300000000005,1,8,CC_DChg,8,arbin,2021-04-21T17:25:30.202600000
137,673422,15020,1.066854,-0.1999992,-0.21336994651679997,0.0008339609999999994,2.1610000000005236e-6,0.0008317999999999989,0.0009253109999999998,2.508000000000024e-6,0.0009228029999999998,1,8,CC_DChg,8,arbin,2021-04-21T17:25:35.212400000
138,678430,20028,1.038764,-0.1999983,-0.2077510341012,0.0011140109999999998,2.1610000000005236e-6,0.0011118499999999993,0.0012200930000000002,2.508000000000024e-6,0.0012175850000000002,1,8,CC_DChg,8,arbin,2021-04-21T17:25:40.221000000
139,683438,25036,1.010937,-0.1999994,-0.2021867934378,0.0013918209999999997,2.1610000000005236e-6,0.0013896599999999992,0.0015047410000000004,2.508000000000024e-6,0.0015022330000000004,1,8,CC_DChg,8,arbin,2021-04-21T17:25:45.229000000
140,688448,30046,0.983272,-0.1999993,-0.1966537117096,0.0016711309999999993,2.1610000000005236e-6,0.0016689699999999988,0.0017831659999999992,2.508000000000024e-6,0.0017806579999999992,1,8,CC_DChg,8,arbin,2021-04-21T17:25:50.238600000
141,693457,35055,0.9557938,-0.1999979,-0.19115675283302,0.001948690999999999,2.1610000000005236e-6,0.0019465299999999984,0.0020522049999999997,2.508000000000024e-6,0.0020496969999999996,1,8,CC_DChg,8,arbin,2021-04-21T17:25:55.247600000
142,698466,40064,0.9284796,-0.1999985,-0.18569452728059999,0.0022240009999999998,2.1610000000005236e-6,0.0022218399999999992,0.002311561,2.508000000000024e-6,0.002309053,1,8,CC_DChg,8,arbin,2021-04-21T17:26:00.256400000
143,703477,45075,0.9013075,-0.1999982,-0.1802598776465,0.002506101,2.1610000000005236e-6,0.0025039399999999996,0.0025696079999999993,2.508000000000024e-6,0.0025670999999999992,1,8,CC_DChg,8,arbin,2021-04-21T17:26:05.267500000
144,708485,50083,0.8742604,-0.1999983,-0.17485059375732,0.0027839609999999997,2.1610000000005236e-6,0.002781799999999999,0.0028161980000000007,2.508000000000024e-6,0.0028136900000000006,1,8,CC_DChg,8,arbin,2021-04-21T17:26:10.275400000
145,713494,55093,0.8472771,-0.1999983,-0.16945397962893,0.0030621009999999994,2.1610000000005236e-6,0.003059939999999999,0.003055548,2.508000000000024e-6,0.00305304,1,8,CC_DChg,8,arbin,2021-04-21T17:26:15.285200000
146,718497,60096,0.8205037,-0.199997,-0.1640982784889,0.0033399009999999993,2.1610000000005236e-6,0.0033377399999999988,0.003287148,2.508000000000024e-6,0.00328464,1,8,CC_DChg,8,arbin,2021-04-21T17:26:20.288200000
147,723502,65100,0.7938761,-0.1999961,-0.15877212388321,0.0036158609999999997,2.1610000000005236e-6,0.003613699999999999,0.0035098479999999994,2.508000000000024e-6,0.0035073399999999994,1,8,CC_DChg,8,arbin,2021-04-21T17:26:25.292600000
148,728512,70110,0.7673106,-0.1999962,-0.15345920421972,0.003891851,2.1610000000005236e-6,0.0038896899999999995,0.003725298,2.508000000000024e-6,0.00372279,1,8,CC_DChg,8,arbin,2021-04-21T17:26:30.302700000
149,733519,75117,0.7408366,-0.1999966,-0.14816480115556,0.004174881,2.1610000000005236e-6,0.0041727199999999996,0.003938697999999999,2.508000000000024e-6,0.003936189999999999,1,8,CC_DChg,8,arbin,2021-04-21T17:26:35.310000000
150,738526,80125,0.7144818,-0.199997,-0.1428942165546,0.004451491,2.1610000000005236e-6,0.00444933,0.0041399079999999994,2.508000000000024e-6,0.004137399999999999,1,8,CC_DChg,8,arbin,2021-04-21T17:26:40.317200000
151,743537,85135,0.6882596,-0.1999975,-0.13765019935099998,0.004729561,2.1610000000005236e-6,0.0047274,0.004334898,2.508000000000024e-6,0.00433239,1,8,CC_DChg,8,arbin,2021-04-21T17:26:45.327400000
152,748547,90145,0.6620917,-0.200003,-0.13242032627509998,0.0049999810000000006,2.1610000000005236e-6,0.00499782,0.004517538,2.508000000000024e-6,0.00451503,1,8,CC_DChg,8,arbin,2021-04-21T17:26:50.337900000
153,753556,95154,0.636043,-0.200003,-0.127210508129,0.005288300999999999,2.1610000000005236e-6,0.005286139999999998,0.004704728,2.508000000000024e-6,0.00470222,1,8,CC_DChg,8,arbin,2021-04-21T17:26:55.346900000
154,758568,100166,0.610043,-0.2000022,-0.12200994209459999,0.005565251,2.1610000000005236e-6,0.00556309,0.004877207999999999,2.508000000000024e-6,0.004874699999999999,1,8,CC_DChg,8,arbin,2021-04-21T17:27:00.358600000
155,763572,105170,0.584228,-0.2000032,-0.11684746952959998,0.005839581,2.1610000000005236e-6,0.005837419999999999,0.0050410279999999995,2.508000000000024e-6,0.0050385199999999995,1,8,CC_DChg,8,arbin,2021-04-21T17:27:05.362500000
